Blank1,Description,Extended Description,Blank2,Item Number,Blank3,Standard Price,List Price,Major category,Minor Category,Weight,Available Quantity,Date Established,PO Date,AvG Lead Time,Image ,Drop Ship Status,Active,Product Length ,Product Width,Product Height,Shipping Length ,Shipping Width ,Shipping Height,Item Weight,Item Net Weight,UPC Code,HCPC Code,MAP Price,Country Of Origin,Product Group (item),Plus Freight,Images,Images,Images,Images,Images,Images,Images,Images,Images,Images
,Active Compression Wrist Wrap,Universal size * Fits left or right wrist * Compression support *,,ADV3030,,10.70,19.45,Orthopedic Care,Wrist Braces & Supports,0.000,0,10/03/2024,12/31/2099,7,,N,Y,0,0,0,0,0,0,0,0,,,,,,N,,,,,,,,,,
,Active Elbow Sleeve  Small,Indications: Elbow sprains and strains  tendonitis  bursitis *  Fits left or right elbow * Support with flexibility * Compression support sleeve for tendonitis & tennis elbow pain * Reduce joint pain during any activity * Provides superior support  comfort and relief * Small * Fits elbow circumferences 9 -11  *,,ADV3043,,17.05,31.00,Orthopedic Care,Elbow Supports,0.000,0,10/07/2024,01/24/2025,5,ADV3043.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3043.jpg,https://interlink.completemedical.com/usrimage/ADV3043.jpg,,,,,,,,
,Active Elbow Sleeve  Medium,Indications: Elbow sprains and strains  tendonitis  bursitis *  Fits left or right elbow * Support with flexibility * Compression support sleeve for tendonitis & tennis elbow pain * Reduce joint pain during any activity * Provides superior support  comfort and relief * Medium * Fits elbow circumferences 11 -12.5  *,,ADV3045,,17.05,31.00,Orthopedic Care,Elbow Supports,0.000,0,10/07/2024,01/24/2025,6,ADV3045.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3045.jpg,https://interlink.completemedical.com/usrimage/ADV3045.jpg,,,,,,,,
,Active Elbow Sleeve  Large,Indications: Elbow sprains and strains  tendonitis  bursitis *  Fits left or right elbow * Support with flexibility * Compression support sleeve for tendonitis & tennis elbow pain * Reduce joint pain during any activity * Provides superior support  comfort and relief * Large * Fits elbow circumferences 12.5 -14  *,,ADV3047,,17.05,31.00,Orthopedic Care,Elbow Supports,0.000,0,10/07/2024,01/24/2025,5,ADV3047.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3047.jpg,https://interlink.completemedical.com/usrimage/ADV3047.jpg,,,,,,,,
,Active Elbow Sleeve  X-Large,Indications: Elbow sprains and strains  tendonitis  bursitis *  Fits left or right elbow * Support with flexibility * Compression support sleeve for tendonitis & tennis elbow pain * Reduce joint pain during any activity * Provides superior support  comfort and relief * X-Large * Fits elbow circumferences 14 -16  *,,ADV3048,,17.05,31.00,Orthopedic Care,Elbow Supports,0.000,0,10/07/2024,01/24/2025,5,ADV3048.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3048.jpg,https://interlink.completemedical.com/usrimage/ADV3048.jpg,,,,,,,,
,Active Compression Ankle Brace Small  9.5  - 11,Indications: Sub-acute ankle sprains  chronic ankle instabilities or prophylactic use * Fits left or right ankle * Support with compression * Compression support sleeve * Relieves achilles tendonitis and joint pain * Recover faster from sports injuries *,,ADV3053,,17.05,31.00,Orthopedic Care,Ankle Braces & Supports,0.000,2,10/07/2024,01/24/2025,6,ADV3053.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3053.jpg,https://interlink.completemedical.com/usrimage/ADV3053.jpg,,,,,,,,
,Active Compression Ankle Brace Medium  11  - 12,Indications: Sub-acute ankle sprains  chronic ankle instabilities or prophylactic use * Fits left or right ankle * Support with compression * Compression support sleeve * Relieves achilles tendonitis and joint pain * Recover faster from sports injuries *,,ADV3055,,17.05,31.00,Orthopedic Care,Ankle Braces & Supports,0.000,0,10/07/2024,01/24/2025,6,ADV3055.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3055.jpg,https://interlink.completemedical.com/usrimage/ADV3055.jpg,,,,,,,,
,Active Compression Ankle Brace Large  12  - 13,Indications: Sub-acute ankle sprains  chronic ankle instabilities or prophylactic use * Fits left or right ankle * Support with compression * Compression support sleeve * Relieves achilles tendonitis and joint pain * Recover faster from sports injuries *,,ADV3057,,17.05,31.00,Orthopedic Care,Ankle Braces & Supports,0.000,2,10/07/2024,01/24/2025,7,ADV3057.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3057.jpg,https://interlink.completemedical.com/usrimage/ADV3057.jpg,,,,,,,,
,Active Compression Ankle Brace X-Large  13  - 14,Indications: Sub-acute ankle sprains  chronic ankle instabilities or prophylactic use * Fits left or right ankle * Support with compression * Compression support sleeve * Relieves achilles tendonitis and joint pain * Recover faster from sports injuries *,,ADV3058,,17.05,31.00,Orthopedic Care,Ankle Braces & Supports,0.000,0,10/07/2024,12/31/2099,7,ADV3058.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3058.jpg,https://interlink.completemedical.com/usrimage/ADV3058.jpg,,,,,,,,
,Active Compression Ankle Brace XX-Large  14  - 15,Indications: Sub-acute ankle sprains  chronic ankle instabilities or prophylactic use * Fits left or right ankle * Support with compression * Compression support sleeve * Relieves achilles tendonitis and joint pain * Recover faster from sports injuries *,,ADV3059,,17.05,31.00,Orthopedic Care,Ankle Braces & Supports,0.000,0,10/07/2024,12/31/2099,7,ADV3059.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3059.jpg,https://interlink.completemedical.com/usrimage/ADV3059.jpg,,,,,,,,
,Active Compression Knee Sleeve Small  11  - 13,Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * Fits left or right knee * Pull-on closure * Small * Fits Knee Circumference 11  - 13  *,,ADV3063,,17.05,31.00,Orthopedic Care,Knee Supports &Braces,0.000,3,10/07/2024,12/31/2099,5,ADV3063.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3063.jpg,https://interlink.completemedical.com/usrimage/ADV3063.jpg,,,,,,,,
,Active Compression Knee Sleeve Medium  13  - 16,Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * Fits left or right knee * Pull-on closure * Medium * Fits Knee Circumference 13  - 16  *,,ADV3065,,17.05,31.00,Orthopedic Care,Knee Supports &Braces,0.000,1,10/07/2024,12/31/2099,6,ADV3065.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3065.jpg,https://interlink.completemedical.com/usrimage/ADV3065.jpg,,,,,,,,
,Active Compression Knee Sleeve Large  16  - 19,Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * Fits left or right knee * Pull-on closure * Large * Fits Knee Circumference 16  - 19  *,,ADV3067,,17.05,31.00,Orthopedic Care,Knee Supports &Braces,0.000,1,10/07/2024,01/24/2025,6,ADV3067.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3067.jpg,https://interlink.completemedical.com/usrimage/ADV3067.jpg,,,,,,,,
,Active Compression Knee Sleeve X-Large  19  - 23,Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * Fits left or right knee * Pull-on closure * X-Large * Fits Knee Circumference 19  - 23  *,,ADV3068,,17.05,31.00,Orthopedic Care,Knee Supports &Braces,0.000,2,10/07/2024,12/31/2099,5,ADV3068.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3068.jpg,https://interlink.completemedical.com/usrimage/ADV3068.jpg,,,,,,,,
,Active Compression Knee Sleeve XX-Large  23  - 26,Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * Fits left or right knee * Pull-on closure * 2x-Large * Fits Knee Circumference 23  - 26  *,,ADV3069,,17.05,31.00,Orthopedic Care,Knee Supports &Braces,0.000,2,10/07/2024,12/31/2099,5,ADV3069.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3069.jpg,https://interlink.completemedical.com/usrimage/ADV3069.jpg,,,,,,,,
,Active Compression Knee Sleeve w/Pattella Gel Support  Small,Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * Fits knee circumference of 12  - 14  * Provides targeted compression to the knee area * Enclosed patella gel stabilizer for increased support * Compression helps relieve muscle and joint aches and pain plus improves circulation and reduce swelling * Anti-chaffing design for all day comfort * Great to use during physical activity *,,ADV3073,,21.35,38.80,Orthopedic Care,Knee Supports &Braces,0.000,0,10/07/2024,12/31/2099,7,,N,Y,0,0,0,0,0,0,0,0,,,,,,N,,,,,,,,,,
,Active Compression Knee Sleeve w/Pattella Gel Support  Medium,Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * Fits knee circumference of 14  - 16.5  * Provides targeted compression to the knee area * Enclosed patella gel stabilizer for increased support * Compression helps relieve muscle and joint aches and pain plus improves circulation and reduce swelling * Anti-chaffing design for all day comfort * Great to use during physical activity *,,ADV3075,,21.35,38.80,Orthopedic Care,Knee Supports &Braces,0.000,0,10/07/2024,12/31/2099,7,,N,Y,0,0,0,0,0,0,0,0,,,,,,N,,,,,,,,,,
,Active Compression Knee Sleeve w/Pattella Gel Support  Large,Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * Fits knee circumference of 16.5  - 19  * Provides targeted compression to the knee area * Enclosed patella gel stabilizer for increased support * Compression helps relieve muscle and joint aches and pain plus improves circulation and reduce swelling * Anti-chaffing design for all day comfort * Great to use during physical activity *,,ADV3077,,21.35,38.80,Orthopedic Care,Knee Supports &Braces,0.000,0,10/07/2024,12/31/2099,7,,N,Y,0,0,0,0,0,0,0,0,,,,,,N,,,,,,,,,,
,Active Compression Knee Sleeve w/Pattella Gel Support  X-Lrg,Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * Fits knee circumference of 19  - 21  * Provides targeted compression to the knee area * Enclosed patella gel stabilizer for increased support * Compression helps relieve muscle and joint aches and pain plus improves circulation and reduce swelling * Anti-chaffing design for all day comfort * Great to use during physical activity *,,ADV3078,,21.35,38.80,Orthopedic Care,Knee Supports &Braces,0.000,0,10/07/2024,12/31/2099,7,,N,Y,0,0,0,0,0,0,0,0,,,,,,N,,,,,,,,,,
,Active Compression Knee Sleeve w/Pattella Gel Support  XX-Lrg,Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * Provides targeted compression to the knee area * Enclosed patella gel stabilizer for increased support * Compression helps relieve muscle and joint aches and pain plus improves circulation and reduce swelling * Anti-chaffing design for all day comfort * Great to use during physical activity *,,ADV3079,,21.35,38.80,Orthopedic Care,Knee Supports &Braces,0.000,0,10/07/2024,12/31/2099,7,,N,Y,0,0,0,0,0,0,0,0,,,,,,N,,,,,,,,,,
,Active Cmprsn Knee Slv w/Ptla Gel Spt & Flxbl Stays  Small,Active Compression Knee Sleeve with Patella Gel Support and Flexible Stays * Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * Small * Fits knee circumference of 12  - 14  * Provides targeted compression to the knee area * Enclosed patella gel stabilizer & flexible side stays for increased support * Compression helps relieve muscle and joint aches and pain plus improves circulation and reduce swelling * Anti-chaffing design for all day comfort * Great to use during physical activity *,,ADV3083,,21.35,38.80,Orthopedic Care,Knee Supports &Braces,0.000,3,10/07/2024,12/31/2099,6,ADV3083.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3083.jpg,https://interlink.completemedical.com/usrimage/ADV3083.jpg,,,,,,,,
,Active Cmprsn Knee Slv w/Ptla Gel Spt & Flxbl Stays  Medium,Active Compression Knee Sleeve with Patella Gel Support and Flexible Stays * Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * Medium * Fits knee circumference of 14  - 16.5  * Provides targeted compression to the knee area * Enclosed patella gel stabilizer & flexible side stays for increased support * Compression helps relieve muscle and joint aches and pain plus improves circulation and reduce swelling * Anti-chaffing design for all day comfort * Great to use during physical activity *,,ADV3085,,24.20,44.00,Orthopedic Care,Knee Supports &Braces,0.000,2,10/07/2024,12/31/2099,6,ADV3085.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3085.jpg,https://interlink.completemedical.com/usrimage/ADV3085.jpg,,,,,,,,
,Active Cmprsn Knee Slv w/Ptla Gel Spt & Flxbl Stays  Large,Active Compression Knee Sleeve with Patella Gel Support and Flexible Stays * Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * Large * Fits knee circumference of 16.5  - 19  * Provides targeted compression to the knee area * Enclosed patella gel stabilizer & flexible side stays for increased support * Compression helps relieve muscle and joint aches and pain plus improves circulation and reduce swelling * Anti-chaffing design for all day comfort * Great to use during physical activity *,,ADV3087,,24.20,44.00,Orthopedic Care,Knee Supports &Braces,0.000,1,10/07/2024,01/24/2025,7,ADV3087.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3087.jpg,https://interlink.completemedical.com/usrimage/ADV3087.jpg,,,,,,,,
,Active Cmprsn Knee Slv w/Ptla Gel Spt & Flxbl Stays  X-Large,Active Compression Knee Sleeve with Patella Gel Support and Flexible Stays * Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * X-Large * Fits knee circumference of 19  - 21  * Provides targeted compression to the knee area * Enclosed patella gel stabilizer & flexible side stays for increased support * Compression helps relieve muscle and joint aches and pain plus improves circulation and reduce swelling * Anti-chaffing design for all day comfort * Great to use during physical activity *,,ADV3088,,24.20,44.00,Orthopedic Care,Knee Supports &Braces,0.000,4,10/07/2024,12/31/2099,6,ADV3088.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3088.jpg,https://interlink.completemedical.com/usrimage/ADV3088.jpg,,,,,,,,
,Active Cmprsn Knee Slv w/Ptla Gel Spt & Flxbl Stays XX-Large,Active Compression Knee Sleeve with Patella Gel Support and Flexible Stays * Indications: Mild to moderate ligament joint pain  strains  sprains of the knee ligaments or patellar instabilities * 2X-Large * Fits knee circumference of 21  - 23  * Provides targeted compression to the knee area * Enclosed patella gel stabilizer & flexible side stays for increased support * Compression helps relieve muscle and joint aches and pain plus improves circulation and reduce swelling * Anti-chaffing design for all day comfort * Great to use during physical activity *,,ADV3089,,24.20,44.00,Orthopedic Care,Knee Supports &Braces,0.000,0,10/07/2024,01/24/2025,6,ADV3089.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,ADV3089.jpg,https://interlink.completemedical.com/usrimage/ADV3089.jpg,,,,,,,,
,Podus Boot  Universal,SIZE: Universal (8  - 13  approx up to size 16 Male Shoe Size) *Calf Circumference Up To 16  * Helps promote healing of foot and ankle pressure sores * Helps prevent foot drop and helps eliminates heel pressure * Helps limit hip and leg rotation * Fits either left or right foot * Non-ambulatory * INDICATIONS: For the treatment and prevention of ankle/foot contractures and internal/external rotation of the lower extremity * SUGGESTED HCPC: L4396 and L4397,,ADV3300,,78.81,143.28,Foot Care,Cam Walkers/ Foot Walkers,0.000,0,06/22/2023,12/31/2099,7,adv3300.jpg,S,Y,0,0,0,0,0,0,0,0,,L4396/L4397,,,,Y,adv3300.jpg,https://interlink.completemedical.com/usrimage/adv3300.jpg,,,,,,,,
,Quick Lace Ankle Brace X-Small,Indications: Chronic ankle instability  sub-acute ankle sprains  ankle injury rehabilitation * Lightweight and low profile design that is highly breathable with quick drying fabric * Top strap design for increased stabilization around the shin * Speed laced design provides the option of a quick lace-up * Figure 8 finger pull loops allow the user to easily adjust the strapping during donning and for a quick adjustment during use * Fits either left or right ankle * Fits male shoe sizes 6-7 and female shoe sizes 7-8 *,,ADV361,,15.65,28.45,Orthopedic Care,Ankle Braces & Supports,0.000,0,10/07/2024,12/31/2099,7,,N,Y,0,0,0,0,0,0,0,0,,L1902,,,,,,,,,,,,,,
,Quick Lace Ankle Brace Small,Indications: Chronic ankle instability  sub-acute ankle sprains  ankle injury rehabilitation * Lightweight and low profile design that is highly breathable with quick drying fabric * Top strap design for increased stabilization around the shin * Speed laced design provides the option of a quick lace-up * Figure 8 finger pull loops allow the user to easily adjust the strapping during donning and for a quick adjustment during use * Fits either left or right ankle * Fits male shoe sizes 7-9 and female shoe sizes 8-10 *,,ADV363,,15.65,28.45,Orthopedic Care,Ankle Braces & Supports,0.000,0,10/07/2024,12/31/2099,7,,N,Y,0,0,0,0,0,0,0,0,,L1902,,,,,,,,,,,,,,
,Quick Lace Ankle Brace Medium,Indications: Chronic ankle instability  sub-acute ankle sprains  ankle injury rehabilitation * Lightweight and low profile design that is highly breathable with quick drying fabric * Top strap design for increased stabilization around the shin * Speed laced design provides the option of a quick lace-up * Figure 8 finger pull loops allow the user to easily adjust the strapping during donning and for a quick adjustment during use * Fits either left or right ankle * Fits male shoe sizes 9-11 and female shoe sizes 10-12 *,,ADV365,,15.65,28.45,Orthopedic Care,Ankle Braces & Supports,0.000,0,10/07/2024,12/31/2099,7,,N,Y,0,0,0,0,0,0,0,0,,L1902,,,,,,,,,,,,,,
